manufacturer,model_family,model_full,aircraft_category,operation_types,typical_engines,typical_seats,total_incidents,total_accidents,total_incidents_only,years_with_incidents,first_incident_date,last_incident_date,avg_incidents_per_year,data_eras,incidents_pre1982,incidents_pre2008,incidents_avall,fatal_event_count,serious_event_count,total_fatalities,total_serious_injuries,destroyed_count,fatality_rate_pct,destruction_rate_pct,avg_injury_score,avg_damage_score,weighted_severity_score,recent_severity,historical_severity,severity_trend,severity_slope,top_failure_1,top_failure_1_count,top_failure_2,top_failure_2_count,top_failure_3,top_failure_3_count,pct_engine_failure,pct_weather_related,pct_human_factor,pct_fire_related,pct_structural_failure,pct_maintenance_related,causal_finding_categories,aircraft_causes,personnel_causes,environmental_causes,n_distinct_clusters,avg_anomaly_score,high_anomaly_count,pct_nlp_categorized,dominant_cluster_id,pct_imc_conditions,risk_quartile,risk_tier,risk_rank,data_as_of,data_note
BEECHCRAFT,D18,BEECHCRAFT D18,AIR,135,2,2,13,11,2,8,1964-07-10,1991-05-18,1.6,"pre1982, pre2008",12,1,0,0,0,0,0,3,0.00,23.08,1.00,3.15,1.86,,1.86,INSUFFICIENT_DATA,0.0018,,,,,,,,,,,,,"Legacy, Personnel/Operations",0,0,0,9,0.3788,1,0.0,7,0.00,3,MEDIUM,117,2026-04-14,Based on 13 incidents (1964-1991)
BEECHCRAFT,1900,BEECHCRAFT 1900,AIR,"121, 135",2,19,10,7,3,9,1987-04-07,2021-06-03,1.1,"avall, pre2008",0,7,3,0,2,0,0,0,0.00,0.00,1.50,2.40,1.86,1.80,1.89,STABLE,-0.0087,weather,2,landing_gear,2,,,0.0,100.0,0.0,50.0,0.0,0.0,"Aircraft, Aircraft/Environment, Personnel, Personnel/Operations, Underlying",2,1,0,6,0.2661,0,40.0,7,30.00,3,MEDIUM,117,2026-04-14,Based on 10 incidents (1987-2021)
FAIRCHILD,SA227,FAIRCHILD SA227,AIR,"121, 135",2,19,40,24,16,28,1982-10-17,2026-03-06,1.4,"avall, pre2008",0,27,13,5,2,18,7,6,12.50,15.00,1.55,2.28,1.84,2.03,1.80,WORSENING,0.0104,landing_gear,7,engine_failure,7,weather,4,100.0,100.0,57.1,28.6,14.3,0.0,"Aircraft, Aircraft/Environment, Personnel, Personnel/Operations, Underlying",10,7,0,15,0.3349,0,45.0,7,22.50,3,MEDIUM,119,2026-04-14,Based on 40 incidents (1982-2026)
GRUMMAN,44,GRUMMAN 44,AIR,135,2,5,10,10,0,9,1966-07-15,2011-08-21,1.1,"avall, pre1982, pre2008",7,2,1,0,0,0,0,1,0.00,10.00,1.00,3.10,1.84,,1.84,INSUFFICIENT_DATA,-0.0014,landing_gear,2,weather,1,fuel_related,1,0.0,100.0,50.0,0.0,0.0,0.0,"Aircraft, Aircraft/Environment, Legacy, Personnel/Operations",2,0,0,8,0.4755,0,40.0,9,0.00,3,MEDIUM,120,2026-04-14,Based on 10 incidents (1966-2011)
BRITISH AEROSPACE,BN2A,BRITISH AEROSPACE BN2A,AIR,135,2,10,10,10,0,9,1977-01-14,2020-07-13,1.1,"avall, pre1982, pre2008",4,5,1,0,0,0,0,1,0.00,10.00,1.00,3.10,1.84,1.80,1.84,STABLE,-0.0030,landing_gear,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,8,0.4151,0,20.0,11,0.00,3,MEDIUM,120,2026-04-14,Based on 10 incidents (1977-2020)
MCDONNELL DOUGLAS,MD-88,MCDONNELL DOUGLAS MD-88,AIR,121,2,149,26,16,10,19,1988-08-01,2023-03-24,1.4,"avall, pre2008",0,21,5,1,6,2,7,0,3.85,0.00,1.69,2.04,1.83,1.80,1.83,STABLE,0.0005,landing_gear,7,weather,5,engine_failure,1,100.0,100.0,0.0,0.0,0.0,0.0,"Aircraft, Aircraft/Environment, Environmental, Personnel, Personnel/Operations, Underlying",2,2,1,12,0.3799,0,65.4,28,15.38,3,MEDIUM,123,2026-04-14,Based on 26 incidents (1988-2023)
FAIRCHILD,227,FAIRCHILD 227,AIR,"121, 135",2,20,21,13,8,15,1982-02-25,2002-01-08,1.4,pre2008,0,21,0,2,1,34,15,2,9.52,9.52,1.52,2.29,1.83,,1.83,INSUFFICIENT_DATA,0.0410,landing_gear,2,human_factors,1,maintenance,1,0.0,50.0,100.0,0.0,0.0,100.0,"Aircraft/Environment, Other, Personnel/Operations, Underlying",0,0,0,9,0.2616,0,23.8,7,28.57,3,MEDIUM,122,2026-04-14,Based on 21 incidents (1982-2002)
PIPER,PA-24,PIPER PA-24,AIR,135,1,,39,38,1,14,1964-12-14,1980-03-17,2.8,pre1982,39,0,0,0,0,0,0,3,0.00,7.69,1.00,3.05,1.82,,1.82,INSUFFICIENT_DATA,0.0043,landing_gear,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,Legacy,0,0,0,17,0.3987,2,7.7,7,0.00,3,MEDIUM,124,2026-04-14,Based on 39 incidents (1964-1980)
FAIRCHILD,SA226,FAIRCHILD SA226,AIR,135,2,11,14,8,6,9,1976-08-24,2021-12-11,1.6,"avall, pre1982, pre2008",9,4,1,1,1,1,0,2,7.14,14.29,1.36,2.50,1.81,4.00,1.65,WORSENING,0.0411,engine_failure,1,landing_gear,1,,,100.0,0.0,100.0,100.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,9,0.3510,0,14.3,7,0.00,3,MEDIUM,125,2026-04-14,Based on 14 incidents (1976-2021)
DEHAVILLAND,114,DEHAVILLAND 114,AIR,135,4,,16,13,3,10,1966-07-06,1981-07-06,1.6,pre1982,16,0,0,0,0,0,0,1,0.00,6.25,1.13,2.81,1.80,,1.80,INSUFFICIENT_DATA,-0.0097,landing_gear,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,Legacy,0,0,0,9,0.5439,0,6.3,49,0.00,3,MEDIUM,128,2026-04-14,Based on 16 incidents (1966-1981)
MCDONNELL DOUGLAS,MD-83,MCDONNELL DOUGLAS MD-83,AIR,121,2,146,15,7,8,13,1994-04-18,2018-04-20,1.2,"avall, pre2008",0,12,3,1,3,88,3,1,6.67,6.67,1.80,1.80,1.80,2.20,1.74,WORSENING,0.0030,landing_gear,4,weather,3,engine_failure,2,100.0,100.0,50.0,50.0,0.0,0.0,"Aircraft, Aircraft/Environment, Environmental, Personnel, Personnel/Operations",3,1,1,6,0.3656,0,66.7,38,13.33,3,MEDIUM,127,2026-04-14,Based on 15 incidents (1994-2018)
BEECHCRAFT,99A,BEECHCRAFT 99A,AIR,135,2,10,14,11,3,10,1971-01-12,2004-10-18,1.4,"pre1982, pre2008",9,5,0,0,0,0,0,3,0.00,21.43,1.00,3.00,1.80,,1.80,INSUFFICIENT_DATA,-0.0005,landing_gear,1,,,,,0.0,100.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,8,0.3350,0,7.1,7,21.43,3,MEDIUM,128,2026-04-14,Based on 14 incidents (1971-2004)
FOKKER,F28,FOKKER F28,AIR,121,2,94,13,7,6,9,1986-12-30,2001-10-03,1.4,pre2008,0,13,0,0,2,0,1,0,0.00,0.00,1.46,2.31,1.80,,1.80,INSUFFICIENT_DATA,-0.0042,landing_gear,7,weather,1,,,0.0,100.0,42.9,0.0,14.3,0.0,"Aircraft/Environment, Personnel/Operations, Underlying",0,0,0,7,0.4165,1,61.5,38,0.00,3,MEDIUM,128,2026-04-14,Based on 13 incidents (1986-2001)
BOMBARDIER,DHC-8,BOMBARDIER DHC-8,AIR,"121, 135",2,70,11,8,3,7,2002-03-02,2013-09-29,1.6,"avall, pre2008",0,3,8,1,2,49,2,1,9.09,9.09,1.55,2.18,1.80,,1.80,INSUFFICIENT_DATA,-0.0026,weather,3,landing_gear,3,bird_strike,2,0.0,100.0,0.0,50.0,0.0,0.0,"Aircraft, Aircraft/Environment, Environmental, Not determined, Personnel, Personnel/Operations",2,5,2,6,0.3874,0,81.8,38,0.00,3,MEDIUM,126,2026-04-14,Based on 11 incidents (2002-2013)
BEECHCRAFT,99,BEECHCRAFT 99,AIR,"121, 135",2,2,99,62,37,45,1968-10-13,2023-08-15,2.2,"avall, pre1982, pre2008",51,33,15,5,1,28,5,11,5.05,11.11,1.22,2.59,1.77,1.87,1.76,STABLE,0.0065,landing_gear,15,weather,8,fire,1,0.0,100.0,33.3,100.0,0.0,0.0,"Aircraft, Aircraft/Environment, Environmental, Legacy, Not determined, Personnel, Personnel/Operations, Underlying",8,5,4,26,0.4076,2,25.3,7,13.13,3,MEDIUM,131,2026-04-14,Based on 99 incidents (1968-2023)
BEECHCRAFT,B99,BEECHCRAFT B99,AIR,135,2,17,17,9,8,13,1968-11-27,2000-09-22,1.3,"pre1982, pre2008",14,3,0,1,0,14,0,3,5.88,17.65,1.18,2.65,1.76,,1.76,INSUFFICIENT_DATA,0.0139,landing_gear,2,human_factors,1,weather,1,0.0,100.0,100.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,11,0.4853,2,23.5,7,5.88,3,MEDIUM,132,2026-04-14,Based on 17 incidents (1968-2000)
BEECHCRAFT,200,BEECHCRAFT 200,AIR,135,2,11,15,11,4,13,1979-09-27,2023-12-06,1.2,"avall, pre1982, pre2008",1,7,7,0,1,0,1,1,0.00,6.67,1.20,2.60,1.76,2.25,1.58,WORSENING,0.0236,landing_gear,3,weather,3,human_factors,1,0.0,100.0,100.0,0.0,0.0,0.0,"Aircraft, Aircraft/Environment, Environmental, Legacy, Personnel, Personnel/Operations, Underlying",4,7,1,7,0.3621,0,53.3,29,26.67,4,LOW,133,2026-04-14,Based on 15 incidents (1979-2023)
MCDONNELL DOUGLAS,369,MCDONNELL DOUGLAS 369,HELI,135,1,5,10,9,1,5,1976-05-09,2019-04-16,2.0,"avall, pre1982",6,0,4,0,0,0,0,1,0.00,10.00,1.00,2.90,1.76,1.80,1.74,STABLE,0.0010,human_factors,1,fuel_related,1,,,0.0,0.0,100.0,0.0,0.0,100.0,"Aircraft, Environmental, Legacy, Personnel",3,4,1,8,0.5082,1,20.0,22,0.00,4,LOW,133,2026-04-14,Based on 10 incidents (1976-2019)
DEHAVILLAND,DH114,DEHAVILLAND DH114,AIR,135,4,,16,12,4,8,1966-01-09,1975-07-11,2.0,pre1982,16,0,0,0,0,0,0,1,0.00,6.25,1.00,2.81,1.73,,1.73,INSUFFICIENT_DATA,0.0019,landing_gear,2,human_factors,1,,,0.0,0.0,100.0,0.0,0.0,0.0,Legacy,0,0,0,8,0.5695,2,18.8,8,0.00,4,LOW,135,2026-04-14,Based on 16 incidents (1966-1975)
GRUMMAN,73,GRUMMAN 73,AIR,"121, 135",2,19,12,9,3,12,1967-10-20,2001-05-22,1.0,"pre1982, pre2008",7,5,0,1,1,1,6,0,8.33,0.00,1.42,2.17,1.72,,1.72,INSUFFICIENT_DATA,-0.0117,landing_gear,1,fuel_related,1,,,0.0,0.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,8,0.4316,1,16.7,7,0.00,4,LOW,136,2026-04-14,Based on 12 incidents (1967-2001)
FAIRCHILD,SA226T,FAIRCHILD SA226T,AIR,135,2,19,36,22,14,16,1974-05-16,2006-04-05,2.3,"pre1982, pre2008",2,34,0,1,0,1,0,1,2.78,2.78,1.22,2.44,1.71,,1.71,INSUFFICIENT_DATA,0.0115,landing_gear,5,human_factors,2,weather,2,0.0,100.0,100.0,0.0,0.0,50.0,"Aircraft/Environment, Legacy, Personnel/Operations, Underlying",0,0,0,8,0.1557,0,27.8,7,19.44,4,LOW,137,2026-04-14,Based on 36 incidents (1974-2006)
CESSNA,177,CESSNA 177,AIR,135,1,4,15,13,2,11,1968-05-30,1997-06-04,1.4,"pre1982, pre2008",9,6,0,0,0,0,0,1,0.00,6.67,1.07,2.67,1.71,,1.71,INSUFFICIENT_DATA,0.0025,engine_failure,2,,,,,100.0,0.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,7,0.3309,0,13.3,7,0.00,4,LOW,138,2026-04-14,Based on 15 incidents (1968-1997)
MCDONNELL DOUGLAS,DC-8,MCDONNELL DOUGLAS DC-8,AIR,121,4,6,51,20,31,19,1982-05-27,2011-09-10,2.7,"avall, pre2008",0,50,1,6,6,270,9,7,11.76,13.73,1.67,1.73,1.69,,1.69,INSUFFICIENT_DATA,0.0069,landing_gear,7,weather,5,fire,3,0.0,100.0,40.0,100.0,14.3,0.0,"Aircraft/Environment, Other, Personnel, Personnel/Operations, Underlying",0,1,0,14,0.2606,0,35.3,7,17.65,4,LOW,139,2026-04-14,Based on 51 incidents (1982-2011)
MCDONNELL DOUGLAS,DC-9,MCDONNELL DOUGLAS DC-9,AIR,121,2,116,172,78,94,29,1982-03-11,2011-08-06,5.9,"avall, pre2008",0,166,6,17,27,378,90,9,9.88,5.23,1.72,1.57,1.66,,1.66,INSUFFICIENT_DATA,0.0175,landing_gear,28,weather,24,engine_failure,7,100.0,100.0,57.1,57.1,3.6,0.0,"Aircraft, Aircraft/Environment, Environmental, Other, Personnel, Personnel/Operations, Underlying",1,3,1,21,0.2660,1,41.9,7,22.67,4,LOW,140,2026-04-14,Based on 172 incidents (1982-2011)
MCDONNELL DOUGLAS,MD-11,MCDONNELL DOUGLAS MD-11,AIR,121,3,7,33,18,15,17,1992-08-02,2025-11-04,1.9,"avall, pre2008",0,28,5,1,4,3,10,2,3.03,6.06,1.36,2.03,1.63,2.90,1.55,WORSENING,0.0305,landing_gear,8,weather,5,fire,3,0.0,100.0,20.0,100.0,12.5,0.0,"Aircraft/Environment, Organizational, Personnel/Operations, Underlying",0,0,0,7,0.3982,0,60.6,38,9.09,4,LOW,142,2026-04-14,Based on 33 incidents (1992-2025)
MCDONNELL DOUGLAS,MD-82,MCDONNELL DOUGLAS MD-82,AIR,121,2,147,18,9,9,10,1991-09-28,2004-12-20,1.8,pre2008,0,18,0,1,5,11,51,1,5.56,5.56,1.94,1.17,1.63,,1.63,INSUFFICIENT_DATA,-0.0482,weather,10,landing_gear,3,engine_failure,1,100.0,100.0,66.7,100.0,0.0,0.0,"Aircraft/Environment, Personnel/Operations, Underlying",0,0,0,7,0.3550,0,77.8,16,44.44,4,LOW,141,2026-04-14,Based on 18 incidents (1991-2004)
MCDONNELL DOUGLAS,MD-80,MCDONNELL DOUGLAS MD-80,AIR,121,2,148,15,6,9,10,1984-09-03,2003-09-25,1.5,pre2008,0,15,0,0,2,0,2,0,0.00,0.00,1.60,1.67,1.63,,1.63,INSUFFICIENT_DATA,-0.0046,landing_gear,4,weather,2,hydraulic,1,0.0,100.0,25.0,0.0,0.0,0.0,"Aircraft/Environment, Personnel/Operations, Underlying",0,0,0,9,0.2786,0,53.3,7,6.67,4,LOW,143,2026-04-14,Based on 15 incidents (1984-2003)
SAAB,340A,SAAB 340A,AIR,"121, 135",2,34,13,6,7,11,1988-02-02,2005-06-09,1.2,pre2008,0,13,0,1,2,0,2,0,7.69,0.00,1.62,1.62,1.62,,1.62,INSUFFICIENT_DATA,0.0106,weather,4,human_factors,1,landing_gear,1,0.0,100.0,100.0,0.0,0.0,0.0,"Aircraft/Environment, Personnel/Operations, Underlying",0,0,0,9,0.3068,0,46.2,38,23.08,4,LOW,144,2026-04-14,Based on 13 incidents (1988-2005)
BEECHCRAFT,1900D,BEECHCRAFT 1900D,AIR,"121, 135",2,21,49,25,24,18,1993-01-03,2013-09-01,2.7,"avall, pre2008",0,43,6,1,1,21,1,1,2.04,2.04,1.18,2.24,1.61,,1.61,INSUFFICIENT_DATA,-0.0327,landing_gear,20,weather,10,human_factors,2,0.0,100.0,100.0,5.0,0.0,0.0,"Aircraft, Aircraft/Environment, Not determined, Other, Personnel, Personnel/Operations, Underlying",5,1,0,10,0.4042,0,73.5,38,20.41,4,LOW,147,2026-04-14,Based on 49 incidents (1993-2013)
SHORTS,SD3,SHORTS SD3,AIR,"121, 135",2,36,28,14,14,20,1979-02-13,2025-06-11,1.4,"avall, pre1982, pre2008",6,18,4,3,2,5,3,2,10.71,7.14,1.46,1.82,1.61,2.70,1.52,WORSENING,0.0353,landing_gear,7,human_factors,4,,,0.0,42.9,100.0,0.0,14.3,0.0,"Aircraft, Aircraft/Environment, Legacy, Other, Personnel, Personnel/Operations, Underlying",2,4,0,16,0.4047,2,39.3,7,14.29,4,LOW,146,2026-04-14,Based on 28 incidents (1979-2025)
