ev_id,ev_type,ev_date,event_year,event_month,ev_city,ev_state,ev_country,ev_highest_injury,light_cond,wx_cond_basic,vis_sm,wind_vel_kts,fatalities,serious_injuries,minor_injuries,uninjured,dec_latitude,dec_longitude,injury_score,weather_category,source_era
20080404X00427,INC,2008-03-14 00:00:00,2008,3,Edinburgh,,UK,NONE,,,,,0,0,0,2,,,1,UNKNOWN,avall
20080505X00597,ACC,2008-04-06 00:00:00,2008,4,Louisville,KY,USA,SERS,DAYL,VMC,10.0,4,0,1,0,0,38.228332,-85.66333,3,VMC,avall
20080522X00711,ACC,2008-04-06 00:00:00,2008,4,Alabaster,AL,USA,MINR,DAYL,VMC,10.0,4,0,0,2,0,33.176944,-86.782775,2,VMC,avall
20080421X00520,ACC,2008-04-06 00:00:00,2008,4,Lincoln,ME,USA,MINR,DAYL,VMC,10.0,5,0,0,1,1,45.36222,-68.534721,2,VMC,avall
20080425X00546,ACC,2008-04-06 00:00:00,2008,4,Belfast,ME,USA,FATL,,VMC,10.0,10,1,0,0,0,44.396389,-68.961944,4,VMC,avall
20080407X00433,ACC,2008-04-05 00:00:00,2008,4,Topeka,KS,USA,NONE,NITE,VMC,9.0,3,0,0,0,3,39.069179,-95.620788,1,VMC,avall
20080430X00574,ACC,2008-04-03 00:00:00,2008,4,Three Forks,MT,USA,NONE,DAYL,VMC,30.0,10,0,0,0,1,45.882499,-111.563888,1,VMC,avall
20080430X00570,ACC,2008-04-04 00:00:00,2008,4,Alturas,CA,USA,MINR,DAYL,VMC,,20,0,0,1,0,41.482776,-120.565277,2,VMC,avall
20080410X00447,ACC,2008-04-05 00:00:00,2008,4,Pahrump,NV,USA,NONE,DAYL,VMC,10.0,,0,0,0,3,36.306945,-115.988891,1,VMC,avall
20080722X01094,ACC,2008-04-07 00:00:00,2008,4,Miami,FL,USA,SERS,NITE,IMC,0.5,22,0,1,1,146,25.372777,-82.164443,3,IMC,avall
20080914X01449,ACC,2008-04-06 00:00:00,2008,4,State College,PA,USA,NONE,DAYL,VMC,10.0,9,0,0,0,2,40.849445,-77.848609,1,VMC,avall
20080515X00669,ACC,2008-02-08 00:00:00,2008,2,Arlington,TX,USA,NONE,DAYL,VMC,10.0,14,0,0,0,1,32.673053,-97.101387,1,VMC,avall
20080410X00448,ACC,2008-04-07 00:00:00,2008,4,Cheyenne,WY,USA,FATL,DAYL,IMC,0.0,,1,0,0,0,41.54861,-104.882499,4,IMC,avall
20080422X00528,ACC,2008-04-07 00:00:00,2008,4,Seale,AL,USA,FATL,DAYL,IMC,9.0,3,2,0,0,0,32.36639,-85.149444,4,IMC,avall
20080421X00519,ACC,2008-04-07 00:00:00,2008,4,Polk City,FL,USA,FATL,DAYL,VMC,15.0,4,1,0,0,0,28.179401,-81.82006,4,VMC,avall
20080411X00455,ACC,2008-04-07 00:00:00,2008,4,Paducah,TX,USA,NONE,DAYL,VMC,10.0,6,0,0,0,2,34.158054,-100.167503,1,VMC,avall
20081003X41448,ACC,2008-03-26 00:00:00,2008,3,Monroe,WI,USA,NONE,DAYL,VMC,10.0,10,0,0,0,2,42.614166,-89.590278,1,VMC,avall
20080809X01195,ACC,2008-04-07 00:00:00,2008,4,Vero Beach,FL,USA,MINR,DAYL,VMC,10.0,13,0,0,2,0,27.659166,-80.418891,2,VMC,avall
20080611X00837,ACC,2008-05-03 00:00:00,2008,5,Anchorge,AK,USA,NONE,DAYL,VMC,10.0,12,0,0,0,2,61.186943,-149.96527,1,VMC,avall
20080410X00449,ACC,2008-04-03 00:00:00,2008,4,Benson,AZ,USA,FATL,NITE,VMC,10.0,9,2,0,0,0,31.999444,-110.361946,4,VMC,avall
20080609X00816,ACC,2008-03-28 00:00:00,2008,3,San Diego,CA,USA,MINR,DAYL,VMC,9.0,7,0,0,1,0,32.815555,-117.139442,2,VMC,avall
20080411X00457,ACC,2008-03-17 00:00:00,2008,3,Batavia,OH,USA,NONE,DAYL,VMC,10.0,9,0,0,0,1,39.070388,-84.179054,1,VMC,avall
20080610X00819,ACC,2008-03-30 00:00:00,2008,3,Redding,CA,USA,SERS,DAYL,VMC,10.0,,0,1,0,0,40.571109,-122.404441,3,VMC,avall
20080415X00481,ACC,2008-03-18 00:00:00,2008,3,Glenwood Spring,CO,USA,NONE,DAYL,VMC,10.0,11,0,0,0,1,39.509723,-107.315277,1,VMC,avall
